id,dzien_rozliczenia,product1,product2,product3,product4
2,2023-09-05,122.0,65,24.0,8.0
4,2023-09-05,60.0,19,12.0,7.0
1,2023-09-05,88.0,57,17.0,3.0
9,2023-09-05,50.0,21,10.0,0.0
6,2023-09-05,32.0,21,4.0,0.0
8,2023-09-05,115.0,31,13.0,3.0
7,2023-09-05,71.0,36,8.0,6.0
37,2023-09-05,47.0,21,17.0,3.0
3,2023-09-05,83.0,48,9.0,0.0
7,2023-09-04,62.0,40,10.0,3.0
4,2023-09-04,64.5,25,7.0,2.0
3,2023-09-04,66.0,34,3.0,1.0
2,2023-09-04,101.0,46,18.0,0.0
1,2023-09-04,79.0,43,22.0,3.0
9,2023-09-04,41.0,17,5.0,6.0
8,2023-09-04,77.0,19,11.0,1.0
6,2023-09-04,45.0,26,1.0,0.0
37,2023-09-04,60.0,19,17.0,0.0
2,2023-09-03,90.0,54,9.0,2.0
3,2023-09-02,74.0,33,5.0,0.0
1,2023-09-02,145.0,60,32.0,1.0
2,2023-09-02,252.0,96,10.0,1.0
4,2023-09-02,124.0,43,19.0,1.0
6,2023-09-02,67.0,34,5.0,0.0
7,2023-09-02,101.0,55,9.0,2.0
37,2023-09-02,107.0,55,18.0,1.0
8,2023-09-02,112.0,32,4.0,1.0
9,2023-09-02,87.0,26,6.0,0.0
3,2023-09-01,110.0,68,9.0,0.0
4,2023-09-01,72.0,21,13.0,0.0
7,2023-09-01,75.0,44,4.0,3.0
8,2023-09-01,152.0,33,14.0,6.0
37,2023-09-01,64.0,32,13.0,3.0
6,2023-09-01,27.0,16,1.0,0.0
9,2023-09-01,55.0,14,4.0,7.0
2,2023-09-01,120.0,46,7.0,4.0
1,2023-09-01,78.0,37,13.0,6.0
7,2023-08-31,74.0,44,14.0,2.0
1,2023-08-31,98.0,53,12.0,0.0
9,2023-08-31,70.0,30,10.0,1.0
6,2023-08-31,49.0,38,5.0,0.0
3,2023-08-31,91.0,47,8.0,3.0
8,2023-08-31,115.0,35,11.0,4.0
37,2023-08-31,87.0,46,14.0,4.0
4,2023-08-31,76.5,23,9.0,0.0
2,2023-08-31,156.0,78,12.0,0.0
2,2023-08-30,138.0,44,11.0,1.0
1,2023-08-30,88.0,43,26.0,0.0
6,2023-08-30,73.0,48,3.0,0.0
7,2023-08-30,74.0,41,12.0,0.0
3,2023-08-30,63.0,32,6.0,0.0
8,2023-08-30,84.0,30,5.0,0.0
37,2023-08-30,74.0,34,8.0,3.0
9,2023-08-30,56.0,14,3.0,1.0
4,2023-08-30,74.0,26,8.0,2.0
3,2023-08-29,74.0,29,11.0,0.0
2,2023-08-29,118.0,51,27.0,0.0
4,2023-08-29,68.0,30,20.0,6.0
1,2023-08-29,85.0,46,19.0,1.0
6,2023-08-29,56.0,25,6.0,0.0
8,2023-08-29,90.0,25,7.0,0.0
9,2023-08-29,48.0,31,2.0,0.0
37,2023-08-29,70.0,31,7.0,7.0
7,2023-08-29,71.0,37,8.0,1.0
9,2023-08-28,42.0,9,1.0,1.0
3,2023-08-28,54.0,23,30.0,2.0
1,2023-08-28,87.0,44,6.0,0.0
37,2023-08-28,58.0,32,8.0,0.0
8,2023-08-28,65.0,22,8.0,1.0
7,2023-08-28,60.0,38,9.0,5.0
2,2023-08-28,100.5,55,11.0,0.0
4,2023-08-28,57.0,24,0.0,1.0
6,2023-08-28,30.0,23,6.0,0.0
2,2023-08-27,84.0,47,10.0,0.0
1,2023-08-26,140.0,60,17.0,2.0
7,2023-08-26,98.0,45,8.0,8.0
3,2023-08-26,73.0,35,4.0,2.0
6,2023-08-26,58.0,28,2.0,0.0
9,2023-08-26,76.0,24,17.0,4.0
4,2023-08-26,128.0,34,19.0,9.0
2,2023-08-26,234.0,69,9.0,4.0
8,2023-08-26,97.0,25,8.0,3.0
37,2023-08-26,86.0,37,10.0,4.0
6,2023-08-25,30.0,18,4.0,0.0
2,2023-08-25,100.0,58,27.0,0.0
4,2023-08-25,55.0,17,2.0,8.0
7,2023-08-25,64.0,29,14.0,1.0
1,2023-08-25,70.0,39,9.0,1.0
9,2023-08-25,57.0,16,10.0,4.0
8,2023-08-25,119.0,52,5.0,2.0
3,2023-08-25,93.0,26,11.0,0.0
37,2023-08-25,63.0,24,16.0,3.0
6,2023-08-24,64.0,45,1.0,1.0
4,2023-08-24,68.0,31,17.0,3.0
9,2023-08-24,70.0,18,4.0,0.0
2,2023-08-24,182.0,65,18.0,5.0
1,2023-08-24,113.0,55,34.0,8.0
37,2023-08-24,66.0,34,13.0,3.0
3,2023-08-24,96.0,44,19.0,2.0
7,2023-08-24,90.0,43,19.0,4.0
8,2023-08-24,109.5,30,17.0,0.0
8,2023-08-23,82.5,26,9.0,2.0
37,2023-08-23,69.0,30,0.0,7.0
7,2023-08-23,84.0,40,13.0,2.0
9,2023-08-23,70.0,24,5.0,1.0
1,2023-08-23,90.0,49,14.0,4.0
4,2023-08-23,63.0,17,17.0,3.0
6,2023-08-23,100.0,65,11.0,2.0
2,2023-08-23,156.0,59,6.0,0.0
3,2023-08-23,69.0,39,12.0,1.0
6,2023-08-22,41.0,32,5.0,0.0
1,2023-08-22,96.0,45,26.0,5.0
9,2023-08-22,60.0,22,11.0,5.0
2,2023-08-22,138.0,64,23.0,5.0
37,2023-08-22,71.0,36,10.0,0.0
4,2023-08-22,66.0,25,15.0,3.0
8,2023-08-22,94.0,45,5.0,4.0
7,2023-08-22,71.0,32,18.0,4.0
3,2023-08-22,74.0,41,20.0,1.0
